MarketKey,LastUpdate,Name,Description,Price,Point,AdjustedPoint,Probability,Score,FantasyScorePoint,MeanFantasyScore,FinalProjectedFPS
batter_home_runs,2023-08-03T23:08:27Z,Over,Billy McKinney,700,0.5,1,0.125,4,0.5,0.588104897,3.815132755
batter_home_runs,2023-08-03T23:08:19Z,Over,Billy McKinney,575,0.5,1,0.148148148,4,0.592592593,0.588104897,3.815132755
batter_singles,2023-08-03T23:08:18Z,Over,Billy McKinney,155,0.5,1,0.392156863,2.5,0.980392157,1.023075897,3.815132755
batter_singles,2023-08-03T23:08:54Z,Over,Billy McKinney,125,0.5,1,0.444444444,2.5,1.111111111,1.023075897,3.815132755
batter_singles,2023-08-03T23:08:24Z,Over,Billy McKinney,155,0.5,1,0.392156863,2.5,0.980392157,1.023075897,3.815132755
batter_singles,2023-08-03T23:08:19Z,Over,Billy McKinney,145,0.5,1,0.408163265,2.5,1.020408163,1.023075897,3.815132755
batter_doubles,2023-08-03T23:08:18Z,Over,Billy McKinney,500,0.5,1,0.166666667,3,0.5,0.498809524,3.815132755
batter_doubles,2023-08-03T23:08:54Z,Over,Billy McKinney,650,0.5,1,0.133333333,3,0.4,0.498809524,3.815132755
batter_doubles,2023-08-03T23:08:24Z,Over,Billy McKinney,500,0.5,1,0.166666667,3,0.5,0.498809524,3.815132755
batter_doubles,2023-08-03T23:08:19Z,Over,Billy McKinney,404,0.5,1,0.198412698,3,0.595238095,0.498809524,3.815132755
batter_triples,2023-08-03T23:08:54Z,Over,Billy McKinney,3900,0.5,1,0.025,3.5,0.0875,0.13125,3.815132755
batter_triples,2023-08-03T23:08:24Z,Over,Billy McKinney,1900,0.5,1,0.05,3.5,0.175,0.13125,3.815132755
batter_runs_scored,2023-08-03T23:08:18Z,Over,Billy McKinney,150,0.5,1,0.4,2,0.8,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:54Z,Over,Billy McKinney,2200,2.5,3,0.043478261,2,0.260869565,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:54Z,Over,Billy McKinney,145,0.5,1,0.408163265,2,0.816326531,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:54Z,Over,Billy McKinney,460,1.5,2,0.178571429,2,0.714285714,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:11:33Z,Over,Billy McKinney,175,0.5,1,0.363636364,2,0.727272727,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:27Z,Over,Billy McKinney,175,0.5,1,0.363636364,2,0.727272727,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:40Z,Over,Billy McKinney,145,0.5,1,0.408163265,2,0.816326531,0.715090362,3.815132755
batter_runs_scored,2023-08-03T23:08:19Z,Over,Billy McKinney,133,0.5,1,0.429184549,2,0.858369099,0.715090362,3.815132755
batter_walks,2023-08-03T23:08:18Z,Over,Billy McKinney,145,0.5,1,0.408163265,2,0.816326531,0.816326531,3.815132755
batter_strikeouts,2023-08-03T23:08:18Z,Over,Billy McKinney,-280,0.5,1,0.736842105,-1,-0.736842105,-0.736842105,3.815132755
batter_stolen_bases,2023-08-03T23:08:24Z,Over,Billy McKinney,1150,0.5,1,0.08,3,0.24,0.24,3.815132755
batter_rbis,2023-08-03T23:08:18Z,Over,Billy McKinney,210,0.5,1,0.322580645,2,0.64516129,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:54Z,Over,Billy McKinney,650,1.5,2,0.133333333,2,0.533333333,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:54Z,Over,Billy McKinney,1900,2.5,3,0.05,2,0.3,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:54Z,Over,Billy McKinney,5000,3.5,4,0.019607843,2,0.156862745,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:54Z,Over,Billy McKinney,190,0.5,1,0.344827586,2,0.689655172,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:24Z,Over,Billy McKinney,210,0.5,1,0.322580645,2,0.64516129,0.539317651,3.815132755
batter_rbis,2023-08-03T23:11:33Z,Over,Billy McKinney,235,0.5,1,0.298507463,2,0.597014925,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:27Z,Over,Billy McKinney,235,0.5,1,0.298507463,2,0.597014925,0.539317651,3.815132755
batter_rbis,2023-08-03T23:08:19Z,Over,Billy McKinney,190,0.5,1,0.344827586,2,0.689655172,0.539317651,3.815132755
batter_home_runs,2023-08-03T23:08:18Z,Over,Chas McCormick,600,0.5,1,0.142857143,4,0.571428571,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:08:54Z,Over,Chas McCormick,520,0.5,1,0.161290323,4,0.64516129,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:08:24Z,Over,Chas McCormick,575,0.5,1,0.148148148,4,0.592592593,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:10:49Z,Over,Chas McCormick,600,0.5,1,0.142857143,4,0.571428571,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:11:33Z,Over,Chas McCormick,600,0.5,1,0.142857143,4,0.571428571,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:08:27Z,Over,Chas McCormick,600,0.5,1,0.142857143,4,0.571428571,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:08:40Z,Over,Chas McCormick,600,0.5,1,0.142857143,4,0.571428571,0.574362093,3.882140232
batter_home_runs,2023-08-03T23:08:19Z,Over,Chas McCormick,700,0.5,1,0.125,4,0.5,0.574362093,3.882140232
batter_singles,2023-08-03T23:08:18Z,Over,Chas McCormick,115,0.5,1,0.465116279,2.5,1.162790698,1.184593023,3.882140232
batter_singles,2023-08-03T23:08:54Z,Over,Chas McCormick,100,0.5,1,0.5,2.5,1.25,1.184593023,3.882140232
batter_singles,2023-08-03T23:08:24Z,Over,Chas McCormick,115,0.5,1,0.465116279,2.5,1.162790698,1.184593023,3.882140232
batter_singles,2023-08-03T23:08:19Z,Over,Chas McCormick,115,0.5,1,0.465116279,2.5,1.162790698,1.184593023,3.882140232
batter_doubles,2023-08-03T23:08:18Z,Over,Chas McCormick,500,0.5,1,0.166666667,3,0.5,0.498766927,3.882140232
batter_doubles,2023-08-03T23:08:54Z,Over,Chas McCormick,490,0.5,1,0.169491525,3,0.508474576,0.498766927,3.882140232
batter_doubles,2023-08-03T23:08:24Z,Over,Chas McCormick,500,0.5,1,0.166666667,3,0.5,0.498766927,3.882140232
batter_doubles,2023-08-03T23:11:33Z,Over,Chas McCormick,575,0.5,1,0.148148148,3,0.444444444,0.498766927,3.882140232
batter_doubles,2023-08-03T23:08:27Z,Over,Chas McCormick,575,0.5,1,0.148148148,3,0.444444444,0.498766927,3.882140232
batter_doubles,2023-08-03T23:08:19Z,Over,Chas McCormick,404,0.5,1,0.198412698,3,0.595238095,0.498766927,3.882140232
